"FilePath","Category","DirName","Lines","Sections","Name","Description","ArgumentHint","UserInvocable","HasAllowedTools","LargeTables_10plus","LargeLists_30plus","LargeText_30plus","HasLargeInline","CodeLangs","Images","RefCount","RefFileNames","HasEmptyRef","CacheLayerAnnotations","RefReadInFirst20pct","TitleMatchesName","IsGenreWrapper","HasGenreRoute"
"CommonSkills\通用-强化章末钩子\SKILL.md","CommonSkill","通用-强化章末钩子","460","25","通用-强化章末钩子","'用于强化章节结尾的章末钩子。适合章末抢救、结尾补针、翻页感增强、下一章驱动增强与最后 150–300 字局部强化。关键词：强化章末钩子、结尾没翻页感、只修结尾、下一章驱动、最后一句、章末补针。'","'要强化哪一章的结尾？更想偏转折、揭露、危机还是未完成动作？默认先只处理最后 200 字；若钩子明显跨两段，再连同前一小段一起处理，但仍只限章末局部。'","false","False","1","0","0","True","","0","8","断章三式与章末钩子技法.md;七猫专栏章末钩子升级增补.md;腾讯专栏卡章引催更与段评互动增补.md;腾讯专栏章末卡章方法增补.md;章末补丁回写控制卡与场景职责表.md;章末钩子检查清单.md;章末钩子强度升级增补.md;章末钩子强化规则.md","False","0","True","True","False","False"
"CommonSkills\通用-强化章节开头\SKILL.md","CommonSkill","通用-强化章节开头","840","41","通用-强化章节开头","'用于强化章节开头前 150–300 字的入场抓力。适合章首抢救、首屏留存优化、异常前置、冲突前置与只修前两三段的局部强化。关键词：强化开头、章首抓人、前 150–300 字、首屏留存、开头太慢、只修前两段。'","'要强化哪一章的开头？更偏异常、冲突、困境还是悬念？默认只处理前 150–300 字与前 2–3 段。'","false","False","1","0","0","True","","0","18","反常开场十机制速查.md;钩子类型分类与样本库.md;滑梯效应与首段安抚.md;黄金三章与五类开篇钩子.md;开篇四步框架.md;七猫专栏章首前200字强化增补.md;腾讯专栏爆款文切入点与框架增补.md;腾讯专栏畅销书开篇四类型框架增补.md;腾讯专栏多作家开头设计步骤与低阅读难度共识增补.md;腾讯专栏黄金三章多维共识增补.md;腾讯专栏黄金三章三要点多作者共识增补.md;腾讯专栏开篇设定引入禁忌与主角视角增补.md;腾讯专栏开篇以情节为核心增补.md;腾讯专栏章首抓力增补规则.md;章节开头检查清单.md;章节开头强化规则.md;章首补丁回写控制卡与场景职责表.md;章首直接入冲突增补.md","False","0","False","True","False","False"
"CommonSkills\通用-执行场景单元\SKILL.md","CommonSkill","通用-执行场景单元","742","22","通用-执行场景单元","'用于设计或重写场景单元、章节场景与微型剧本。适合场景施工卡落地、动作链推进、证据入场、对话承压与控制卡到场景的职责拆解。关键词：场景单元、场景施工卡、微型剧本、动作链、证据推进、场景职责。'","'要处理哪一章或哪个场景单元？默认先搭场景目标、冲突链、动作链、证据链与钩子；若是微空间/受限空间，再叠加 通用-执行微空间受限场景。'","false","False","1","0","0","True","","0","23","场景存在理由判断.md;场景单元节奏与抓眼规则.md;场景单元施工卡模板.md;场景单元验收清单.md;场景动作后果速配表.md;场景动作失手升级清单.md;场景去模板腔清单.md;场景任务冲突与剪切推进卡.md;场景最小起伏公式.md;单场施工卡_承重beat与状态变化模板.md;对话场景子模板_声音差_潜台词_升级阶梯.md;故事流程速记-功解情与常境变.md;人物场景意外与抽象梯.md;日常裂缝启动与中段回报.md;腾讯专栏场景构筑七法与五感特色化增补.md;腾讯专栏对比技巧增补.md;腾讯专栏环境描写主角关联与有效信息增补.md;腾讯专栏期待感身份落差与不平衡循环机制增补.md;腾讯专栏期待感与不平衡机制增补.md;章节控制卡到场景责任映射表.md;知乎精华_文笔四维与交互框架.md;知乎精华_五感视角与节奏执行规则.md;职业爽点与信息差破局.md","False","0","True","True","False","False"
"CommonSkills\通用-执行对话冲突\SKILL.md","CommonSkill","通用-执行对话冲突","362","15","通用-执行对话冲突","'用于设计、重写或强化对话冲突。适合把角色对话写成立场碰撞、潜台词拉扯、信息释放与情绪升级并存的有效场景。关键词：对话冲突、盘问、谈判、争执、潜台词、关系升级。'","'要强化哪段对话？默认先明确双方诉求、隐藏意图、让步边界与冲突升级点。'","false","False","1","0","0","True","","0","7","对话冲突结构与潜台词规则.md;对话冲突失败信号.md;对话功能_格式_情绪滤镜_场景类型补编.md;对话真实感与声口分化校准卡.md;高压对话中的秘密交换与关系翻面.md;腾讯专栏心理描写不过载与动作化表达增补.md;制度语言窗口摩擦与反咬节拍.md","False","0","True","True","False","False"
"CommonSkills\通用-执行微空间受限场景\SKILL.md","CommonSkill","通用-执行微空间受限场景","152","12","通用-执行微空间受限场景","'执行微空间或受限空间场景。用于在楼道、电梯、值班室、走廊、地下车库、出租屋、候诊区、办公室后区等熟悉空间里，把空间常态、微反常、人物动作、后果升级与证据入场咬成一个可落地的场景引擎；执行时必须先加载 通用-执行场景单元，再叠加本 Skill 的微空间专项工法。适合微空间惊悚、受限场景压迫、日常异化场景设计。'","'要处理哪个微空间或受限场景？默认先走 通用-执行场景单元 搭骨架，再补空间常态、反常细节、动作压力与可复盘后果。'","false","False","0","0","0","False","","0","8","微反常升级梯子.md;微空间场景模式.md;微空间场景施工卡模板.md;微空间动作后果速配表.md;微空间动作失手升级清单.md;微空间去模板腔清单.md;微空间受限场景保真规则.md;微空间执行检查表.md","False","0","False","True","False","False"
"CommonSkills\通用-提纯多平台母稿\SKILL.md","CommonSkill","通用-提纯多平台母稿","182","14","通用-提纯多平台母稿","'提纯多平台输出前的中文母稿。用于在不同平台改写前，把正文母稿修成信息稳、事件链稳、情绪主轴清、证据与规则关键点不丢、追读链完整、平台可分化的高质量源稿，避免后续平台适配建立在松散底稿上。适合多平台前置精修、母稿加固、跨平台源稿提纯。'","'要把哪一章或哪份母稿提纯到可供多平台改写？默认按“保事件链、保情绪主轴、保钩子，去平台口癖与重复壳层”处理。'","false","False","0","0","0","False","","0","2","多平台母稿提纯规则.md;多平台母稿提纯检查清单.md","False","0","True","True","False","False"
"CommonSkills\通用-撰写书评\SKILL.md","CommonSkill","通用-撰写书评","157","11","通用-撰写书评","'用于撰写、重写或审计小说书评。适合把全书 / 分部 / 分卷 / 分章的阅读体验、核心卖点、平台传播口径与非剧透钩子写成可直接发布的书评文件。关键词：撰写书评、推荐文案、分章安利、平台推荐评述、非剧透书评、今日头条。'","'要写哪一层级的书评？默认按“范围 + 目标平台 + 写作角度 + 可公开卖点”处理。'","false","False","0","0","0","False","","0","7","按平台拆分的推荐型书评模板组.md;非剧透种草句与短评写法.md;平台与角度适配矩阵.md;普通读者推荐型书评框架与种草切口.md;书评类型结构与通用硬规则.md;书评落盘与交付约束.md;GEO书评优化规则.md","False","0","True","True","False","False"
"CommonSkills\通用-撰写内容简介\SKILL.md","CommonSkill","通用-撰写内容简介","257","19","通用-撰写内容简介","'用于撰写、重写或审计作品的内容简介。简介即开篇——读者看简介的决策模式与看开头完全一致：在 3–5 秒内决定要不要点开。适合把题材卖点、主角处境、核心冲突、持续承诺与情绪抓手压缩成平台可用文本，支持全层级（全书/分部/分卷/章节）简介。关键词：内容简介、作品简介、平台简介、卖点压缩、简介重写、简介审计、简介同构。'","'要写哪部作品的内容简介？默认按""题材 + 主角 + 核心冲突 + 平台长度要求""处理。若要写分部/分卷/章节简介，需给出对应层级的核心事件描述。'","false","False","1","0","0","True","","0","15","简介交易本质自检.md;简介落盘与版本管理.md;简介切片原则.md;简介三句法.md;内容简介结构模板与压缩规则.md;平台简介差异提醒.md;情境钩子与心理价值写法.md;腾讯专栏简介多编辑规范增补.md;腾讯专栏简介取巧法与平台风格分类增补.md;腾讯专栏简介三要素与职业身份具体化增补.md;腾讯专栏简介首句与标签增补.md;腾讯专栏简介五要五不要增补.md;腾讯专栏简介圆桌多维增补.md;信息差与认知缺口.md;GEO简介优化规则.md","False","0","False","True","False","False"
"CommonSkills\通用-正文润色\SKILL.md","CommonSkill","通用-正文润色","431","15","通用-正文润色","'用于润色已有章节正文。适合整章精修、局部重写、节奏提纯、章首抓力增强、中段回报提亮与章末钩子收紧。关键词：润这章、精修正文、整章精修、局部重写、节奏提纯、直接回写。'","'要润哪一章、哪一场景或哪几段？默认按“已有完整草稿 + 直接回写 + 先保功能再修文笔”处理。'","false","False","0","0","0","False","","0","34","场面写作指导与好词好句好段.md;抽象梯与事实转译补强.md;感官链与生理反应补强.md;功能句保真改写示例卡.md;关键剧情识别与详略诊断.md;画面感强化技法.md;技术描写可视化规则.md;景物写作指导与好词好句好段.md;静态写作指导与好词好句好段.md;七猫专栏阅读性价比与手机端适配增补.md;去斧凿痕与透明叙述校准卡.md;润色后链路职责保真复核卡.md;删解释保信息的压缩动作卡.md;视角与叙述距离修正.md;腾讯专栏文字流畅四层次增补.md;腾讯专栏行文手感与简洁节奏增补.md;贴脸段中距段过桥段动作卡.md;系统性修文三要素复盘法.md;肖像写作指导与好词好句好段.md;心理写作指导与好词好句好段.md;行动写作指导与好词好句好段.md;语言写作指导与好词好句好段.md;阅读性价比与手机端适配增补.md;正文润色保真迁移规则.md;正文润色高级强化技法.md;正文润色检查清单.md;正文润色句级动作库.md;正文润色扩展参考路由.md;正文润色流程.md;正文润色数值双轨禁忌与沉浸控制.md;正文润色增强技法与读者机制.md;正文润色执行流程与输出规范.md;正文润色总裁判与默认交付.md;Phase0-3创作修订一体化节拍.md","False","0","True","True","False","False"
"CommonSkills\通用-润色作者有话说\SKILL.md","CommonSkill","通用-润色作者有话说","161","12","通用-润色作者有话说","'润色章节后的 `## 作者有话说`。用于把作者有话说修成读者向小剧场：一丢丢创作花絮 + 一点贴着本章余波的情绪共鸣 + 一个开放式轻追问，而不是创作说明会、设定讲义或章节总结。适合发布前精修、后记前小剧场重写、把作者有话说从复盘腔改回读者腔。'","'要润色哪一章的 `## 作者有话说`？重点想增强什么感觉？默认按“一个小细节 + 一点贴着本章余波的情绪共鸣 + 一个开放式轻追问；不剧透、不讲创作会、不写设定说明”处理。'","false","False","0","0","0","False","","0","3","腾讯专栏作者有话说互动固粉增补.md;作者有话说读者向规则.md;作者有话说检查清单.md","False","0","True","True","False","False"
"CommonSkills\通用-深度研究\SKILL.md","CommonSkill","通用-深度研究","431","14","通用-深度研究","""专用于小说写作的结构化深度研究 Skill。支持对题材趋势、平台生态、专业知识、场景环境、人物原型、写作技法、读者市场等研究域，执行大纲生成→并行深搜→报告输出的全流程深度调研。关键词：深度研究、写作研究、题材调研。""","""研究什么课题？例如：起点中文网都市悬疑题材2025-2026趋势。可选指定研究域：题材趋势/平台生态/专业知识/场景环境/人物原型/写作技法/读者市场。""","true","False","1","0","0","True","","0","1","元数据归档.md","False","0","False","True","False","False"
"CommonSkills\通用-深度研究\research\SKILL.md","CommonSkill","research","212","12","通用-深度研究-初步研究","对小说写作相关话题进行初步调研，生成调研outline。用于题材趋势、平台生态、专业知识、场景环境、人物原型、写作技法、读者市场等研究域的深度调研。","","false","True","0","0","0","False","System.Object[]","0","0","","False","0","False","True","False","False"
"CommonSkills\通用-深度研究\research-add-fields\SKILL.md","CommonSkill","research-add-fields","36","3","通用-深度研究-追加字段","向现有小说写作调研outline补充字段定义。优先补充对创作者有直接价值的""创作可迁移""维度字段。","","false","True","0","0","0","False","","0","0","","False","0","False","True","False","False"
"CommonSkills\通用-深度研究\research-add-items\SKILL.md","CommonSkill","research-add-items","34","3","通用-深度研究-追加课题","向现有调研outline补充items（调研对象）。","","false","True","0","0","0","False","","0","0","","False","0","False","True","False","False"
"CommonSkills\通用-深度研究\research-deep\SKILL.md","CommonSkill","research-deep","177","15","通用-深度研究-深度探索","读取调研outline，为每个item启动独立agent，从小说创作者视角进行深度调研。禁用task output。","","false","True","0","0","0","False","System.Object[]","0","0","","False","0","False","True","False","False"
"CommonSkills\通用-深度研究\research-en\research\SKILL.md","CommonSkill","research","149","11","deep-research-preliminary","Conduct preliminary research on a topic and generate research outline. For academic research, benchmark research, technology selection, etc.","","false","True","0","0","0","False","python","0","0","","False","0","False","False","False","False"
"CommonSkills\通用-深度研究\research-en\research-add-fields\SKILL.md","CommonSkill","research-add-fields","36","3","deep-research-add-fields","Add field definitions to existing research outline.","","false","True","0","0","0","False","","0","0","","False","0","False","False","False","False"
"CommonSkills\通用-深度研究\research-en\research-add-items\SKILL.md","CommonSkill","research-add-items","34","3","deep-research-add-items","Add items (research objects) to existing research outline.","","false","True","0","0","0","False","","0","0","","False","0","False","False","False","False"
"CommonSkills\通用-深度研究\research-en\research-deep\SKILL.md","CommonSkill","research-deep","104","12","deep-research-deep","Read research outline, launch independent agent for each item for deep research. Disable task output.","","false","True","0","0","0","False","python","0","0","","False","0","False","False","False","False"
"CommonSkills\通用-深度研究\research-en\research-report\SKILL.md","CommonSkill","research-report","97","3","deep-research-report","Summarize deep research results into markdown report, cover all fields, skip uncertain values.","","false","True","0","0","0","False","python","0","0","","False","0","False","False","False","False"
"CommonSkills\通用-深度研究\research-report\SKILL.md","CommonSkill","research-report","139","4","通用-深度研究-研究报告","将 deep 调研结果汇总为小说创作者可直接使用的 Markdown 研究报告，覆盖所有字段，跳过不确定值。报告落盘到项目或题材的 `写作研究/` 目录。","","false","True","0","0","0","False","System.Object[]","0","0","","False","0","False","True","False","False"
"CommonSkills\通用-生成章节控制卡\SKILL.md","CommonSkill","通用-生成章节控制卡","579","24","通用-生成章节控制卡","'用于生成写前章节控制卡、章节施工卡或章节作战卡。适合写前施工、场景拆分、中段回报预埋、章末钩子预埋与上游供血对齐。关键词：章节控制卡、施工卡、作战卡、中段回报、章末钩子、写前施工。'","'要给哪一章或哪组章纲生成控制卡？默认同时检查卷纲、冷线、回报、章末钩子与章名候选。'","false","False","1","0","0","True","","0","14","场景单元拆分法.md;九部件预埋与进度节奏微表.md;逻辑时间线与爽点展开法.md;上游供血对齐与回填接口表.md;爽点递进与300_1000_3000节奏锚点.md;腾讯专栏动作反应两对完整结构增补.md;腾讯专栏动作反应施工增补.md;腾讯专栏情节细节坐标轴与新人禁忌增补.md;腾讯专栏情节细节坐标轴与新人九项禁区增补.md;唯一职责_beat_情感弧_钩子链_就绪判定补编.md;章节标准模板与钩子轮换施工卡.md;章节控制卡保真规则.md;章节控制卡模板.md;中段回报与章末钩子检查表.md","False","0","True","True","False","False"
"CommonSkills\通用-章节创作闭环\SKILL.md","CommonSkill","通用-章节创作闭环","697","13","通用-章节创作闭环","'用于对单章或连续多章执行""初始化→控制卡→创作→润色→去AI味→审阅回炉→读者产物→摘要""的完整章节闭环。适合章节写作 SOP、批量写章、日志续跑、9.2+ 回炉与最终摘要收口。关键词：章节创作闭环、跑完整 SOP、批量写章、回炉到 9.2、日志续跑、最终摘要。'","'给我 OUTLINE_FILE 与 CHAPTER_FILE；若是多章，可给 CHAPTER_FILES[] / CHAPTER_BATCH[]，默认直到评分达标再结束。'","false","False","1","0","0","True","","0","9","步骤2正文四拍与钩子轮换门禁.md;单元主线编排与节奏配比.md;九部件与进度节奏续跑卡.md;三批次修订SOP与门禁节奏.md;章节创作闭环总流程与完成出口.md;章节链路闭环复核与回写决策卡.md;章节路径推导与工件命名.md;章节批量模式与连续性日志.md;章节终审门槛与摘要规范.md","False","0","True","True","False","False"
"CommonSkills\通用-管理连续性冷热线\SKILL.md","CommonSkill","通用-管理连续性冷热线","161","11","通用-管理连续性冷热线","'用于管理章节与卷层的连续性、冷热线、动态状态与回归压力。适合写前判断该回什么、写后更新动态状态、检查中段失温与追踪章节链路热度。关键词：连续性、冷热线、谁该回来了、哪些线快忘了、动态状态、失温检查。'","'要检查哪一卷、哪几章或哪份动态状态？若用户未指定扫描对象，则默认扫描人物、关系、主支线、伏笔、旧债与未兑现情绪债务这 6 类对象；若用户已指定范围，则只检查该范围内直接相关的对象。若卷、章节或动态状态无效，先提示重新输入有效值；在参数校正完成前，不进入扫描。'","false","False","0","0","0","False","","0","6","动态状态模板.md;归档更新_决策日志_进度追踪补编.md;合理休眠说明模板.md;冷线复查与回归决策表.md;连续性与冷热线保真规则.md;章节链路热度与回写层级表.md","False","0","True","True","False","False"
"CommonSkills\通用-组包投稿材料\SKILL.md","CommonSkill","通用-组包投稿材料","290","18","通用-组包投稿材料","'用于组装、审计或补强作品投稿材料包。适合把书名、简介、连续正文、总大纲、第 1 卷卷纲、人物、卖点与平台说明整合成可投递、可解释、可快速评估的版本化投稿包。关键词：组包投稿材料、投稿包、版本化投稿包、缺件判断、投稿落盘。'","'要组哪个平台或渠道的投稿包？默认读取项目根目录 `Agents.md` 获取主输出平台作为投稿目标平台；若未配置，需用户显式指定目标平台。按""现有材料盘点 + 平台标准 + 缺口补齐顺序""执行。'","false","False","0","0","0","False","","0","8","起点内投材料四件套与裁判标准.md;审核信号吸收与组包质量闸门.md;腾讯专栏投稿格式与审稿流程增补.md;腾讯专栏邮件投稿圆桌规范增补.md;投稿材料包清单与排序.md;投稿材料常见失分点.md;投稿材料落盘与回执规则.md;组包自检模板与风险矩阵模板.md","False","0","True","True","False","False"
"CommonSkills\通用-蒸馏作品蓝本\SKILL.md","CommonSkill","通用-蒸馏作品蓝本","530","17","通用-蒸馏作品蓝本","'用于蒸馏一部成功小说的叙事架构 DNA、故事线台账、套路指纹与读者吸引留存策略，产出可被下游写/审/改 Skill 消费的""作品蓝本模板""。蒸馏优先级：书名策略 > 内容简介 > 黄金三章 > 章标题/章首/章末模式 > 套路配置 > 故事线台账。适合把一部作品的""读者为何点开/为何追读""的核心回路提炼为可参照的结构约束。关键词：蒸馏作品蓝本、叙事架构DNA、故事线台账、读者吸引指纹、黄金三章拆解、书名策略、套路指纹、章标题策略、钩子指纹、交叉蒸馏。'","'要蒸馏哪部作品作为蓝本？默认需要指定作品名与章节范围；蒸馏优先级：读者吸引层 > 结构层 > 仿写层。支持多作品交叉蒸馏。'","true","False","1","0","0","True","","0","8","多蓝本协同与执行流程.md;仿写内核提取与骨架模型.md;故事线识别阶段（Phase 1.5）.md;结构DNA符合度审计.md;商业层与吸引层蒸馏方法.md;套路指纹分类体系.md;叙事引擎与神似层提炼.md;作品蓝本模板格式定义.md","False","0","True","True","False","False"
"CommonSkills\通用-蒸馏作者文风\SKILL.md","CommonSkill","通用-蒸馏作者文风","282","15","通用-蒸馏作者文风","'用于蒸馏一位小说作者的文笔 DNA，产出可被下游写/审/改 Skill 消费的""作者风格模板""。适合把作者的多部作品的文笔特征提炼为可测量的风格约束（句长基线、段落节奏、感官偏好、对话标签偏好、比喻指纹、禁忌清单），并在目标项目根目录自动注册到 Agents.md。关键词：蒸馏作者文风、作者风格模板、文笔DNA、风格注入、文风复刻。'","'要蒸馏哪位作者的文风？默认需要指定作者名与至少一部作品作为取样来源；支持多作品混合蒸馏。'","true","False","1","0","0","True","","0","9","多作者风格融合策略.md;仿写文风适配指南模板.md;风格DNA符合度审计.md;轻量语感蒸馏模式.md;文风可移植性评估与移植技法.md;写作思维模型与神似层提炼.md;蒸馏维度详解（16维）.md;执行流程检查点清单.md;作者风格模板格式定义.md","False","0","True","True","False","False"
"CommonSkills\通用-蒸馏写作研究\SKILL.md","CommonSkill","通用-蒸馏写作研究","222","12","通用-蒸馏写作研究","'用于从写作研究报告（题材×平台级）中提取可执行写作约束，产出""写作研究模板""，作为下游写/审/改 Skill 的题材×平台默认约束基线。蒸馏源默认扫描小说项目根""写作研究/""目录 + ""调研报告/""目录 + ""CommonSkills/写作研究/""目录；支持指定目录、文件、URL 或 网络搜索内容。关键词：蒸馏写作研究、研究报告提取、题材平台约束、写作约束基线、规则提取。'","'要蒸馏哪份写作研究？可指定目录/文件/URL/网络搜索；默认扫描当前项目的写作研究目录 + 调研报告目录 + CommonSkills/写作研究目录。'","true","False","1","0","0","True","","0","6","仿写约束提取指南.md;写作研究模板格式定义.md;约束符合度审计.md;约束提取方法论.md;约束依赖与版本漂移.md;执行流程详细检查点.md","False","0","True","True","False","False"
"CommonSkills\通用-补充构建素材库\SKILL.md","CommonSkill","通用-补充构建素材库","602","7","通用-补充构建素材库","""用于在已有素材库目录（默认：项目根/素材库/）中定向补充、扩写或新建素材条目。适合素材库缺件诊断、定向搜索补充、按格式落盘、同步更新总索引与搜索日志的全流程闭环操作。关键词：补充素材、素材库缺件、素材收集、桥段池补全、人物设定填充、名场面扩写、搜索补素材、素材格式标准化。""","""要补充哪个素材池？缺什么类型/维度的素材？当前项目路径？若未指明目标池或缺口，先检查总索引（00_素材库总索引.md）各池素材密度与覆盖方向，给出缺件报告后再执行补充。""","true","False","1","0","0","True","","0","3","各池条目录入模板.md;缺件诊断检查表.md;搜索日志记录模板.md","False","0","False","True","False","False"
"CommonSkills\通用-设计事件案件引擎\SKILL.md","CommonSkill","通用-设计事件案件引擎","122","10","通用-设计事件案件引擎","'用于设计单元案、案件母板或事件引擎。适合把局部事件做成可供章节拆分、主线供血、规则显影、人物代价与案件余波同时成立的结构骨架。这里的“主线供血”默认指：推进主线关键问题、补入可回收拼图或抬升核心冲突压力。关键词：事件案件引擎、单元案、证据链、嫌疑池、案件余波、主线供血。'","'要设计哪个单元案 / 案件 / 事件？默认同时检查它与主线、伏笔、线索台账和嫌疑池的连接关系。'","false","False","0","0","0","False","","0","9","案件余波与主线供血检查表.md;事件案件母板模板.md;事件案件引擎保真规则.md;腾讯专栏冲突生活化与信息差设计增补.md;腾讯专栏反套路设定与多冲突线并进技巧增补.md;腾讯专栏无意识装逼与扮猪吃虎交替机制增补.md;腾讯专栏YY式被冤枉桥段增补.md;证据链排序模板.md;证据链与嫌疑池设计法.md","False","0","False","True","False","False"
"CommonSkills\通用-设计人物传记\SKILL.md","CommonSkill","通用-设计人物传记","826","29","通用-设计人物传记","'用于设计、重写、补强人物传记。适合产出可回指、可核查、可直接调用的人物裁判源，并统一承接传记模板、动机代价、能力边界、关系网、成长时间线、价值观与心理弧线。内置 Nuwa 深度人物心智模型注入（心智模型提炼、表达DNA、决策启发式、矛盾张力、诚实边界）。关键词：设计人物传记、人物裁判源、成长时间线、价值观、关系网、心理弧线、心智模型、表达DNA、决策启发式。'","'要设计或重写哪个人物传记？默认按“外层识别、成长时间线、动机、价值观、边界、关系、抓手、心理弧线、索引”完整落地。'","false","False","1","0","0","True","","0","17","弧光四象限与配角独立动机.md;缺陷执念秘密与反派动机.md;人物传记最小结构模板.md;人物七变量与三维校准.md;人物文件落盘与三级索引规则.md;腾讯专栏反派Boss深层目的包装增补.md;腾讯专栏角色脸谱化先导与不弃配角增补.md;腾讯专栏脸谱化人物初步增补.md;腾讯专栏七位作者人设金句增补.md;腾讯专栏人物极致化与反差化增补.md;腾讯专栏人物身份外貌性格三维极致增补.md;腾讯专栏人物行动显性格增补.md;完整精简模板_动态状态_行为记录补编.md;心理弧线与索引规则.md;正文可调用素材清单.md;质量控制与验证流程.md;nuwa-深度人物心智模型注入.md","False","0","True","True","False","False"
"CommonSkills\通用-设计分卷大纲\SKILL.md","CommonSkill","通用-设计分卷大纲","633","25","通用-设计分卷大纲","'用于设计分部大纲、分卷大纲、卷纲、章清单与章节微型剧本。适合分卷拆解、章清单落地、卷级启动表编排、卷内节奏校准与故事面承接映射。关键词：分卷大纲、卷纲、章清单、卷级启动表、章节微型剧本、卷内节奏。'","'要创建或修改哪个分部/分卷文件？若用户未给目标文件或未说明上一级分配来源，先指出缺项并停在补参；补参完成后，默认同时说明其上一级分配来源，并检查是否已全量落地。'","false","False","2","0","0","True","","0","7","标题规范与章节验收增强.md;超长篇分卷节奏与单元闭环.md;分部模板.md;分部与分卷设计规则.md;分卷模板与章节工件.md;故事面承接与卷章落点核对表.md;卷级四段推进与关键点布置表.md","False","0","True","True","False","False"
"CommonSkills\通用-设计封面生图提示词\SKILL.md","CommonSkill","通用-设计封面生图提示词","111","10","通用-设计封面生图提示词","'用于设计、重写或审计小说封面生图提示词。适合把题材核心意象、人物识别、主色调、构图、风格限制、禁行元素与平台展示约束整理成可交付方案。关键词：封面提示词、封面生图、主视觉、构图、主色调、平台展示。'","'要设计哪部作品的封面生图提示词？默认按“题材 + 主角气质 + 关键意象 + 缩略图与平台展示约束”处理；这里默认包括缩略图可识别性、标题区留白、主体是否会被裁切、读者第一眼情绪与平台常见展示环境。'","false","False","0","0","0","False","","0","4","封面避坑与平台展示提醒.md;封面提示词结构与约束.md;平台封面策略矩阵.md;文字安全与落盘规范.md","False","0","False","True","False","False"
"CommonSkills\通用-设计总大纲\SKILL.md","CommonSkill","通用-设计总大纲","1210","36","通用-设计总大纲","'用于设计或重写总大纲、全书总纲与战略层文件组。适合总纲搭建、M0 / X / C 规划、跨卷推进、终局闭环与总纲级验收。关键词：总大纲、全书总纲、M0、X线、C线、跨卷推进、终局闭环。'","'要创建或修改哪组总纲层文件？默认按总纲包理解，而不是只看单一主文件。'","false","False","1","0","0","True","","0","15","超长篇卷宗式架构与阶段目标.md;大纲公共裁判规则与统一编号体系.md;九部件规划与六问总纲质检表.md;模板化大纲_节奏地图_决策日志补编.md;三卷万能骨架模板.md;四部分结构与关键转折点进度表.md;腾讯专栏大纲前中后规划法与能力线增补.md;腾讯专栏六步开书与串糖葫芦节奏增补.md;腾讯专栏素材转危机设定与现实题材避免悬浮增补.md;腾讯专栏写作地基结构增补.md;腾讯专栏写作两层级增补.md;腾讯专栏写作两级框架与大纲细纲增补.md;腾讯专栏主角代入感与生活化开局增补.md;总纲模板与验收.md;总纲设计骨架与对象定义.md","False","0","True","True","False","False"
"CommonSkills\通用-设计故事设定\SKILL.md","CommonSkill","通用-设计故事设定","712","27","通用-设计故事设定","'设计、重写或补强故事设定、手法、程序链、证据载体或规则文档。用于产出可叙事化、可证据化、边界与代价明确的作者侧设定裁判源，覆盖规则条款、误导与证伪、程序摩擦、镜头包、实际文件写回与跨阶段演进。适合故事设定创建、手法重构、证据链补丁与规则边界修复。'","'要设计或重写哪个故事设定文件？默认同时补规则条款、证据映射、程序摩擦、镜头包、验证流程与写回策略。'","false","False","1","0","0","True","","0","12","创新性要素库与阶段红线.md;故事设定模板与镜头包.md;结构规范与真实感要求.md;金手指三阶段成长与代价闸门.md;科学对冲玄学与能力代价设计.md;世界规则分层_事实更新_真相版本补编.md;示例格式与验证流程.md;腾讯专栏金手指与世界观设定增补.md;现实职业绑定与前三章验证.md;长篇演进与城市语境.md;证据链与程序摩擦规则.md;中国语境与一致性检查.md","False","0","True","True","False","False"
"CommonSkills\通用-设计故事面\SKILL.md","CommonSkill","通用-设计故事面","351","18","通用-设计故事面","'用于设计、重写或审计故事面。适合故事面搭建、卷级供血检查、硬抓手补强、跨卷交接与可拆卷可拆章的故事面重构。关键词：故事面、一句话谜面、供血、硬抓手、卷级推进、跨卷交接。'","'要设计或重写哪个故事面？若用户只说“帮我做故事面”，却未说明对应角色、核心冲突或它与主线的交接接口，先指出缺项并要求补充；若一时给不全，先按 `assets/故事面模板.md` 列出待确认栏位与最小假设，只输出待确认版，不直接定稿。默认输出可直接保存的故事面文件与可执行检查清单。'","false","False","0","0","0","False","","0","6","故事面常见失误与修正.md;故事面到分卷供血映射卡.md;故事面设计规则.md;人性锚点与社会议题耦合.md;爽点模式库与三阶节拍.md;主题显影与人物弧线耦合.md","False","0","True","True","False","False"
